Country,City,lng,lat
Germany,Arnstadt,10.9464,50.8342
United States of America,Asbury Park,-74.0119,40.2226
United Kingdom of Great Britain and Northern Ireland,Ashford,0.8676,51.1465
United Kingdom of Great Britain and Northern Ireland,Ashford,-0.464,51.434
Germany,Drensteinfurt,7.7392,51.7944
Ukraine,Dubno,25.735,50.3931
United States of America,East Northport,-73.3233,40.8791
Belgium,Eeklo,3.5639,51.1858
Colombia,El Bordo,-76.9831,2.1142
Mexico,El Fuerte,-108.62,26.4214
Venezuela (Bolivarian Republic of),El Tigre,-64.2611,8.8858
United States of America,Ellington,-72.4485,41.9152
United States of America,Elmira,-76.8097,42.0938
Germany,Erwitte,8.35,51.6167
United States of America,Everett,-122.1669,47.9525
United States of America,Everett,-71.0545,42.4064
Turkey,Fatsa,37.5,41.0333
United States of America,Festus,-90.4097,38.2194
United States of America,Fillmore,-118.9174,34.3989
Italy,Follonica,10.7614,42.9189
United States of America,Fontana,-117.4599,34.0968
United States of America,Fontana,14.2422,36.0364
Finland,Forssa,23.625,60.8167
Japan,Kashiba,135.7,34.5333
Canada,Kelowna,-119.4956,49.8881
United States of America,Kelso,-122.8909,46.1236
United States of America,Kelso,149.6056,-33.4186
Morocco,Kenitra,-6.5833,34.25
United States of America,Key Largo,-80.412,25.1224
Russian Federation,Kineshma,42.1333,57.4333
United States of America,Kingsburg,-119.5602,36.5244
Kenya,Kisumu,34.7667,-0.0833
Ukraine,Kivsharivka,37.6908,49.6303
Russian Federation,Kozmodemyansk,46.5711,56.3367
Indonesia,Kresek,106.38,-6.1314
Nigeria,Kumo,11.2183,10.0431
Turkey,Kurtalan,41.7003,37.9261
Philippines,Labangan,123.5167,7.8667
United States of America,Ladson,-80.1078,33.0093
Italy,Limbiate,9.13,45.5972
Switzerland,Littau,8.2639,47.0494
China,Liuzhou,109.4281,24.3264
Zambia,Livingstone,25.8667,-17.85
Italy,Loano,8.25,44.1167
France,Lorient,-3.36,47.75
United Kingdom of Great Britain and Northern Ireland,Lowestoft,1.75,52.48
Belgium,Lummen,5.2,50.9833
Sierra Leone,Lunsar,-12.5333,8.6833
United States of America,Lynwood,-118.2016,33.924
United States of America,Lynwood,-87.551,41.5235
France,Lyon,4.84,45.76
Russian Federation,Magnitogorsk,59.0333,53.3833
Japan,Maizuru,135.3833,35.4667
India,Mallasamudram,78.0312,11.4933
Mexico,Mapastepec,-92.8916,15.4411
Spain,Marchena,-5.4167,37.3333
,Martinsicuro,13.9167,42.8833
Japan,Mashiko,140.0934,36.4673
France,Mayenne,-0.6136,48.3031
Russian Federation,Mayrtup,46.1322,43.2036
Italy,Menfi,12.9686,37.6078
France,Mennecy,2.4361,48.5653
Italy,Mentana,12.65,42.0167
Italy,Mercogliano,14.7428,40.9231
Belgium,Meulebeke,3.2869,50.9497
Pakistan,Lahore,74.3436,31.5497
Brazil,Lajeado,-51.9608,-29.4669
Thailand,Lamphun,99.0119,18.5864
Germany,Landau,8.1167,49.2
Germany,Landshut,12.1508,48.5397
United States of America,Lansdale,-75.2812,40.2417
Italy,Latiano,17.7167,40.5333
France,Le Bouscat,-0.5996,44.8651
Serbia,Lebane,21.7333,42.9167
China,Miaoli,120.82,24.57
United States of America,Mission,-98.3256,26.2039
United States of America,Mission,-122.3112,49.1337
United States of America,Mission,-94.6568,39.027
India,Mohgaon,78.7364,21.6394
Italy,Molinella,11.6667,44.6167
Italy,Monreale,13.2889,38.0817
Belgium,Mons,3.95,50.45
Italy,Montale,11.0167,43.9333
France,Montbrison,4.0653,45.6075
Brazil,Monte Azul,-42.8589,-15.1553
Belgium,Moorslede,3.0628,50.8906
Japan,Moriguchi,135.5642,34.7375
France,Moulins,3.3325,46.5647
Malawi,Mponela,33.7167,-13.5167
Uganda,Mubende,31.395,0.5575
Ukraine,Myrhorod,33.6,49.9667
Uganda,Nebbi,31.09,2.4792
Netherlands,Nederweert,5.75,51.2833
Belgium,Neerpelt,5.4333,51.2333
India,New Delhi,77.209,28.6139
United States of America,Newport Beach,-117.8668,33.6151
United States of America,Niceville,-86.4748,30.529
United States of America,North Bethesda,-77.1191,39.0393
United States of America,North Palm Beach,-80.0576,26.8217
Zimbabwe,Norton,-1.3157,54.589
Zimbabwe,Norton,30.7,-17.8833
Zimbabwe,Norton,-71.1842,41.964
Zimbabwe,Norton,-81.6461,41.0294
France,Obernai,7.4819,48.4622
Germany,Oberursel,8.5769,50.2033
United States of America,Chantilly,-77.4453,38.8868
United States of America,Chantilly,2.4608,49.1869
United States of America,Cheyenne,-104.7902,41.135
Italy,Chiari,9.8833,45.5197
Italy,Cicciano,14.5333,40.9667
Poland,Cieszyn,18.6333,49.75
United Kingdom of Great Britain and Northern Ireland,Dumfries,-3.603,55.07
United States of America,Easton,-75.2209,40.6858
United States of America,Easton,-71.1103,42.0362
United States of America,Easton,-76.0701,38.776
Turkey,Edirne,26.5556,41.6769
Germany,Einbeck,9.8667,51.8167
Colombia,El Banco,-73.9747,8.9983
United States of America,Elizabethtown,-85.8773,37.7031
United States of America,Elizabethtown,-76.599,40.1533
Switzerland,Emmen,6.9,52.7833
Switzerland,Emmen,8.3,47.0833
South Africa,Hermanus,19.25,-34.4167
Japan,Higashine,140.3911,38.4313
Czechia,Hlinsko,15.9075,49.7622
Belgium,Hoeilaart,4.4667,50.7667
United States of America,Holden,-71.8608,42.3561
United States of America,Houston,-95.3885,29.786
Mexico,Ensenada,-116.6058,31.8578
Mexico,Ensenada,-57.9103,-34.8644
United States of America,Fajardo,-65.6589,18.3331
India,Farrukhnagar,78.2011,17.0778
Madagascar,Fenoarivo Atsinanana,49.4092,-17.3814
United States of America,Fort Lee,-73.9713,40.8509
Germany,Friesoythe,7.8586,53.0206
,Gallipoli,26.6703,40.4139
,Gallipoli,17.9917,40.0556
France,Gardanne,5.476,43.4553
Germany,Garrel,8.0253,52.9581
Turkey,Gebze,29.4333,40.8
Kenya,Migori,34.4731,-1.0634
Italy,Milan,9.19,45.4669
Japan,Minamata,130.4,32.2167
Japan,Miura,139.6167,35.15
United States of America,Mobile,-88.1162,30.6782
Italy,Moncalieri,7.6848,45.0005
Mozambique,Montepuez,39.0,-13.1167
Italy,Montesarchio,14.6333,41.0667
United States of America,Moore,-97.4757,35.3293
United States of America,Moore,-75.422,40.7798
Switzerland,Morges,6.5,46.5167
France,Morlaix,-3.8278,48.5775
Russian Federation,Nazran,44.7667,43.2167
Dominican Republic,Neiba,-71.42,18.49
Israel,Netivot,34.5833,31.4167
Burundi,Ngozi,29.8269,-2.9083
Netherlands,Nijkerk,5.4833,52.2333
Italy,Nizza Monferrato,8.355,44.7747
United States of America,Nogales,-111.0,31.1833
United States of America,Nogales,-97.1667,18.8167
United States of America,Nogales,-71.2025,-32.735
United States of America,Nogales,-110.9336,31.3624
Finland,Nokia,23.5053,61.4767
United States of America,North Lindenhurst,-73.3859,40.7072
United States of America,North Port,-82.1977,27.0576
Italy,Novara,8.6167,45.45
Nicaragua,Nueva Guinea,-84.4561,11.6867
Central African Republic,Obo,26.5,5.4
United States of America,Oconomowoc,-88.4948,43.0996
United States of America,Mount Pleasant,-79.8203,32.8537
United States of America,Mount Pleasant,-73.8121,41.1119
United States of America,Mount Pleasant,-87.8876,42.7129
United States of America,Mount Pleasant,-84.7759,43.5966
United States of America,Mount Pleasant,-94.9727,33.1586
United States of America,Mount Pleasant,-91.5452,40.9625
France,Mouvaux,3.1406,50.7033
Germany,Much,7.4,50.9167
China,Nantou,120.6833,23.9167
Belgium,Mettet,4.6569,50.3192
United States of America,Mexico,120.7167,15.0667
United States of America,Mexico,-91.8712,39.1625
Tajikistan,Tursunzoda,68.2303,38.5108
Germany,Tuttlingen,8.8233,47.985
Russian Federation,Tver,35.9219,56.8578
Italy,Udine,13.2333,46.0667
Spain,Torredonjimeno,-3.95,37.7667
United States of America,Torrington,-73.1282,41.8349
France,Toul,5.8917,48.675
France,Toulouse,1.444,43.6045
France,Tours,0.6892,47.3936
Bosnia and Herzegovina,Trebinje,18.3217,42.7089
Slovakia,Trnava,17.5883,48.3775
Russian Federation,Tsimlyansk,42.1,47.6167
Kazakhstan,Shetpe,52.1167,44.1667
Japan,Shirakawa,140.2109,37.1263
Nigeria,Sokoto,5.2339,13.0622
Italy,Sarezzo,10.2,45.65
Netherlands,Sassenheim,4.5225,52.2258
Angola,Saurimo,20.4,-9.65
Germany,Schwetzingen,8.5667,49.3833
,Seal Beach,-118.0714,33.7542
United States of America,Seguin,-97.9676,29.5891
Italy,Seveso,9.1374,45.6434
Russian Federation,Tayga,85.6167,56.0667
Spain,Telde,-15.4167,27.9985
Brazil,Terra Roxa,-48.33,-20.7889
Thailand,Tha Mai,102.0112,12.6196
China,Tieli,128.04,46.9838
Belgium,Tielt,3.3258,50.9989
India,Tiruppuvanam,78.2744,9.855
Russian Federation,Tolbazy,55.8825,54.0242
United States of America,Southfield,-83.2605,42.4765
United States of America,Spring Hill,-82.53,28.4798
United States of America,Spring Hill,-86.9116,35.7437
United Kingdom of Great Britain and Northern Ireland,Stamford,-73.5585,41.1039
United Kingdom of Great Britain and Northern Ireland,Stamford,-0.484,52.656
Netherlands,Steenbergen,4.25,51.5833
United States of America,Stockbridge,-84.2295,33.5254
Canada,Sudbury,-0.3199,51.5537
Canada,Sudbury,-81.01,46.49
Canada,Sudbury,-71.4234,42.3847
Canada,Sudbury,0.7282,52.0417
Russian Federation,Syasstroy,32.5833,60.15
Hungary,Szombathely,16.6219,47.2351
Thailand,Takhli,100.35,15.2667
France,Sarcelles,2.3808,48.9956
Germany,Sarstedt,9.8606,52.2394
Germany,Schwarzenberg,12.7792,50.5453
Brazil,Seabra,-41.77,-12.4189
Indonesia,Semarang,110.4167,-6.9667
Kazakhstan,Serebryansk,83.2847,49.6819
China,Shaowu,117.4869,27.3417
United States of America,Sharon,-71.183,42.1085
United States of America,Sharon,-80.4998,41.234
United States of America,Shasta Lake,-122.3775,40.679
India,Sirpur,79.6,19.4833
Turkey,Sivas,37.0167,39.75
Chile,Rancagua,-70.75,-34.1667
United States of America,Randolph,-71.0539,42.1778
United States of America,Randolph,-74.5819,40.8434
Indonesia,Rangkasbitung,106.25,-6.3667
United States of America,Red Wing,-92.6036,44.5817
Mexico,Reforma,-93.1472,17.8658
India,Reoti,84.3833,25.85
Mexico,Reynosa,-98.2778,26.0922
Belgium,Rixensart,4.5333,50.7167
United States of America,Rock Springs,-109.2209,41.5947
Colombia,Roldanillo,-76.15,4.4167
Spain,Ronda,-5.1647,36.7372
Spain,Ronda,123.4095,10.0003
United States of America,Rosemont,-121.3553,38.5478
Italy,Rovato,9.9986,45.567
Rwanda,Ruhengeri,29.6333,-1.5
Germany,Saalfeld,11.3667,50.65
United States of America,Salisbury,-75.5865,38.3756
United States of America,Salisbury,-1.79,51.07
United States of America,Salisbury,-73.5604,40.7454
United States of America,Salisbury,-80.4905,35.6658
United States of America,Salisbury,-75.4535,40.5768
United States of America,Salisbury,-75.9961,40.038
United States of America,Salisbury,-70.8616,42.8465
Mexico,San Agustin,122.1314,12.5689
Mexico,San Agustin,121.75,16.5167
Colombia,San Andres,121.0039,14.5739
Colombia,San Andres,124.0992,13.5961
Colombia,San Andres,122.6761,13.3231
Philippines,Santa Ignacia,120.4333,15.6167
India,Baikunthpur,81.4098,24.7277
Azerbaijan,Baku,49.8352,40.3667
India,Bangalore,77.5917,12.9789
Brazil,Benjamin Constant,-70.0318,-4.3755
India,Betamcherla,78.1667,15.4667
United States of America,Beverly Hills,-118.4021,34.0786
United States of America,Beverly Hills,-83.2423,42.522
United States of America,Beverly Hills,-82.4542,28.9176
United States of America,Bexley,-82.9343,39.965
Germany,Biberach,9.7833,48.1
Italy,Bitritto,16.8333,41.05
Colombia,Bolivar,-93.4175,37.6059
Portugal,Braga,-8.42,41.5503
France,Brignoles,6.0617,43.4058
United States of America,Broken Arrow,-95.7806,36.038
France,Bron,4.9139,45.7394
Netherlands,Brunssum,5.9667,50.95
Brazil,Brusque,-48.9148,-27.0949
Poland,Brzeg Dolny,16.7208,51.2708
Uganda,Bundibugyo,30.06,0.7125
India,Burhar,81.532,23.2149
Russian Federation,Buturlinovka,40.5833,50.8333
Germany,Butzbach,8.6622,50.4367
Rwanda,Byumba,30.0675,-1.5761
Venezuela (Bolivarian Republic of),Calabozo,-67.4283,8.9219
Philippines,Calauan,121.3167,14.15
Brazil,Campo Grande,-54.615,-20.4839
Brazil,Candeias,-38.5508,-12.6678
Brazil,Candeias,-45.2758,-20.7669
Morocco,Casablanca,-7.5833,33.5333
Morocco,Casablanca,-71.4167,-33.3167
Spain,Catarroja,-0.4044,39.4028
France,Cenon,-0.5317,44.8578
United States of America,Central Point,-122.9111,42.3764
Mexico,Cerro Azul,-97.7331,21.2
Italy,Cervia,12.3558,44.2586
Australia,Cessnock,151.3555,-32.8342
United States of America,Champlin,-93.3903,45.1702
China,Changji,108.7524,26.9471
Russian Federation,Chaplygin,39.9667,53.2333
Russian Federation,Cherepovets,37.9,59.1167
China,Chongqing,106.5069,29.55
Indonesia,Soreang,107.5167,-7.0372
Russian Federation,Sosnovka,51.3,56.25
United States of America,South Miami,-80.2952,25.7079
Germany,Stadtlohn,6.915,51.9925
United States of America,Sterling,-77.405,39.0052
United States of America,Sterling,-89.6956,41.7996
United States of America,Sterling,-103.1925,40.6205
Germany,Stockelsdorf,10.65,53.8833
United States of America,Streamwood,-88.1779,42.0209
Russian Federation,Sudogda,40.8667,55.95
United States of America,Sugar Hill,-84.0558,34.108
Japan,Sunagawa,141.9035,43.4948
India,Sundarnagar,76.88,31.53
United Kingdom of Great Britain and Northern Ireland,Godalming,-0.61,51.18
Mexico,Gonzalez,-87.2906,30.5822
Italy,Gorizia,13.6167,45.9333
Netherlands,Gouda,4.7111,52.0111
United States of America,Grapevine,-97.0742,32.9343
United States of America,Great Falls,-111.2996,47.5022
United States of America,Great Falls,-77.3013,39.011
Ecuador,Guayaquil,-79.8875,-2.19
Belgium,Haacht,4.6372,50.9767
Japan,Handa,136.9381,34.8919
Japan,Hannan,135.2394,34.3597
Netherlands,Harenkarspel,4.7706,52.7344
United States of America,Harrisonburg,-78.8735,38.4362
United Kingdom of Great Britain and Northern Ireland,Hartlepool,-1.21,54.69
Denmark,Hedensted,9.7017,55.7725
France,Hennebont,-3.2789,47.8042
Belgium,Herselt,4.8833,51.05
Germany,Hildburghausen,10.75,50.4167
Germany,Hilter,8.1471,52.1357
Japan,Hirosaki,140.4638,40.6031
Romania,Hunedoara,22.9203,45.7697
Japan,Iida,137.8214,35.515
Japan,Ikeda,135.4333,34.8167
Japan,Ikeda,136.573,35.4423
Japan,Ikeda,137.8746,36.4212
Republic of North Macedonia,Ilinden,21.58,41.9945
Philippines,Irosin,124.0319,12.705
United States of America,Ives Estates,-80.183,25.9632
Japan,Iwakura,136.8714,35.2794
United States of America,Jacinto City,-95.241,29.7663
Guatemala,Jalapa,-89.9904,14.6379
Guatemala,Jalapa,-86.1253,13.9222
Guatemala,Jalapa,-92.8,17.7
United States of America,Kalispell,-114.3274,48.2153
Uganda,Kamuli,33.125,0.945
Malawi,Karonga,33.9333,-9.9333
India,Kathua,75.517,32.385
United States of America,Kewanee,-89.9264,41.2399
Colombia,Marinilla,-75.3347,6.1738
Italy,Massafra,17.1167,40.5833
United States of America,Maumelle,-92.4,34.8522
Italy,Melzo,9.4167,45.5
United States of America,Midwest City,-97.371,35.463
Spain,Mislata,-0.4156,39.475
France,Montargis,2.7325,47.9969
Italy,Monte San Giovanni Campano,13.5167,41.6333
India,Morwa,85.6861,25.803
United States of America,Mount Juliet,-86.5115,36.199
United States of America,Muncie,-85.395,40.1989
India,Mundargi,75.884,15.207
United States of America,Muskogee,-95.3567,35.7432
Comoros,Mutsamudu,44.3939,-12.1675
Democratic Republic of the Congo,Mweka,21.5667,-4.85
,Naantali,22.0333,60.4667
Nicaragua,Nagarote,-86.5639,12.265
Brazil,Nanuque,-40.3539,-17.8389
United States of America,Piedmont,-122.2301,37.8225
China,Pingdu,119.9556,36.7833
United States of America,Pleasanton,-121.8805,37.6663
United States of America,Pleasanton,-98.4957,28.9642
Italy,Ponsacco,10.6333,43.6167
United States of America,Port Chester,-73.668,41.0051
United States of America,Porterville,-119.0338,36.0643
United States of America,Pottstown,-75.6445,40.2508
Bhutan,Punakha,89.8583,27.5833
China,Puyang,115.03,35.7639
Brazil,Quatro Barras,-49.0769,-25.3658
Guatemala,Rabinal,-90.4917,15.0833
India,Raghudebbati,88.2,22.53
India,Raigarh,83.3,21.8
Russian Federation,Nizhnyaya Tura,59.8478,58.6208
United States of America,Norco,-117.5498,33.9252
United States of America,North Aurora,-88.3414,41.8086
Slovenia,Nova Gorica,13.6433,45.9558
Russian Federation,Novouzensk,48.1333,50.4667
Russian Federation,Novyy Urengoy,76.6833,66.0833
United States of America,Oakville,-79.6833,43.45
United States of America,Oakville,-90.3199,38.4479
United States of America,Oakville,-73.0905,41.5893
Germany,Ochtrup,7.1903,52.2056
Nicaragua,Ocotal,-86.4753,13.6336
United States of America,Ogden,-111.9682,41.2279
United States of America,Ogden,-77.822,43.1646
United States of America,Ogden,-77.7966,34.2656
Japan,Okaya,138.0493,36.0671
Honduras,Olanchito,-86.5833,15.4833
Germany,Olching,11.3167,48.2
Germany,Oldenburg,8.2139,53.1439
United States of America,Olympia,-122.8959,47.0417
Japan,Ono,134.9342,34.8497
Japan,Ono,136.4875,35.9797
Italy,Orta Nova,15.7114,41.3308
Burkina Faso,Ouargaye,0.05,11.5
United States of America,Paducah,-88.644,37.0711
Ecuador,Pedro Carbo,-80.2333,-1.8333
United States of America,Pekin,-89.6251,40.5678
Hungary,Baja,18.9536,46.1833
Netherlands,Barendrecht,4.5333,51.85
France,Bastia,9.4503,42.7008
Brazil,Batalha,-42.0778,-4.0239
Brazil,Batalha,-37.1247,-9.6778
Brazil,Batalha,-8.8,39.65
France,Beaucaire,4.6433,43.8072
Belgium,Beersel,4.3086,50.7631
Iran (Islamic Republic of),Behshahr,53.5525,36.6922
China,Beian,126.5037,48.2395
India,Belgaum,74.5,15.85
United States of America,Bellingham,-122.469,48.7548
United States of America,Bellingham,-71.4741,42.0777
,Benaulim,73.9346,15.27
Russian Federation,Bodaybo,114.2,57.8667
Turkey,Bodrum,27.4242,37.0378
Germany,Bopfingen,10.3522,48.8569
Côte d'Ivoire,Boundiali,-6.4833,9.5167
Czechia,Brno,16.6083,49.1925
Malaysia,Bukit Mertajam,100.4667,5.3631
Germany,Burscheid,7.1167,51.1
United Kingdom of Great Britain and Northern Ireland,Buxton,-1.911,53.259
Poland,Bytom,18.9156,50.3483
United States of America,Cabo Rojo,-67.1482,18.0867
Brazil,Cacoal,-61.4472,-11.4386
Brazil,Cajuru,-47.3042,-21.2753
Germany,Calbe,11.7758,51.9033
United States of America,Carmel,-86.146,39.965
United States of America,Carmel,-73.7239,41.3899
Brazil,Carutapera,-46.02,-1.195
United States of America,Cathedral City,-116.4642,33.8362
Brazil,Caucaia,-38.65,-3.7167
Italy,Cecina,10.5167,43.3167
Ireland,Celbridge,-6.5388,53.338
France,Cernay,7.1758,47.8067
China,Chengdu,104.0633,30.66
Russian Federation,Chernogorsk,91.3,53.8167
Russian Federation,Chernushka,56.1,56.5167
United States of America,Chillum,-76.9791,38.9666
United States of America,Chino Hills,-117.7254,33.9508
Italy,Chivasso,7.8872,45.191
Poland,Chojnice,17.55,53.7
Italy,Aci Catena,15.1333,37.6
Madagascar,Ampanihy,44.75,-24.6833
Brazil,Araruama,-42.3428,-22.8728
United States of America,Arroyo Grande,-120.5845,35.1241
Switzerland,Arth,8.5242,47.0644
United States of America,Ashtabula,-80.7984,41.8805
United States of America,Atascadero,-120.6858,35.4827
India,Athni,75.07,16.73
Germany,Bad Aibling,12.0167,47.8667
Germany,Bad Kreuznach,7.8667,49.85
United Kingdom of Great Britain and Northern Ireland,Dartford,0.22,51.44
Ethiopia,Debre Tabor,38.0167,11.85
United States of America,Del Rio,-100.8801,29.3708
United States of America,Denver,-104.8758,39.762
India,Dhing,92.4734,26.4679
Ethiopia,Dire Dawa,41.8667,9.6
United States of America,Dixon,-121.825,38.4469
United States of America,Dixon,-89.4794,41.8439
Benin,Djougou,1.6667,9.7
United States of America,Douglasville,-84.7054,33.7384
Germany,Dresden,13.74,51.05
Italy,Dueville,11.55,45.6333
Indonesia,Dumai,101.45,1.6667
United Kingdom of Great Britain and Northern Ireland,East Kilbride,-4.1769,55.7644
United States of America,East Los Angeles,-118.1691,34.0326
United Kingdom of Great Britain and Northern Ireland,Eastbourne,0.28,50.77
United States of America,Edina,-93.3602,44.8914
Colombia,El Bagre,-74.8119,7.5942
United States of America,Eldersburg,-76.9528,39.4041
United Kingdom of Great Britain and Northern Ireland,Elgin,-88.324,42.0383
United Kingdom of Great Britain and Northern Ireland,Elgin,-3.315,57.65
United Kingdom of Great Britain and Northern Ireland,Elgin,-97.3883,30.3526
Andorra,Encamp,1.5828,42.5361
Uganda,Entebbe,32.46,0.05
United States of America,Estelle,-90.1021,29.8447
United States of America,Eustis,-81.6771,28.8563
France,Eysines,-0.65,44.8853
Italy,Ferentino,13.25,41.6833
Italy,Fiorano Modenese,10.8167,44.5333
Canada,Fort Erie,-79.0167,42.9167
United States of America,Fort Smith,-94.3695,35.3495
United States of America,Franconia,-77.1587,38.7682
United States of America,Franconia,-75.359,40.3055
China,Fuli,121.2833,23.1333
China,Gaomi,119.75,36.3833
United States of America,Garland,-96.6304,32.91
Belgium,Gavere,3.6667,50.9333
Ethiopia,Gebre Guracha,38.4,9.8
Russian Federation,Gelendzhik,38.0725,44.575
France,Genas,5.0022,45.7314
Argentina,General Pico,-63.7333,-35.6667
Germany,Maisach,11.2667,48.2167
Germany,Malsch,8.3342,48.8808
Germany,Manching,11.4972,48.7186
Brazil,Maragogi,-35.2225,-9.0122
Hungary,Marcali,17.4128,46.5858
Brazil,Marechal Deodoro,-35.895,-9.71
Brazil,Colorado,-51.9728,-22.8378
Cuba,Contramaestre,-76.2506,20.3
Italy,Corsico,9.1167,45.4333
Romania,Covasna,26.1853,45.8492
France,Croix,3.1508,50.6781
Russian Federation,Dorogobuzh,33.3,54.9167
United States of America,Dubuque,-90.707,42.5002
United States of America,Duxbury,-70.7139,42.0465
United States of America,East Lansing,-84.4836,42.748
Mexico,Ecatepec,-99.06,19.6097
Netherlands,Eijsden,5.7083,50.7778
Russian Federation,Elista,44.2667,46.3167
India,Dalsingh Sarai,85.8364,25.668
Côte d'Ivoire,Daoukro,-3.9667,7.05
United States of America,Dearborn Heights,-83.2769,42.3164
China,Deyang,104.395,31.1289
United States of America,Doctor Phillips,-81.4914,28.4474
Belgium,Enghien,4.0333,50.7
Cuba,Esperanza,-109.9298,27.58
Cuba,Esperanza,124.5167,6.7167
Cuba,Esperanza,-70.99,19.58
Cuba,Esperanza,125.6454,8.676
Cuba,Esperanza,-60.9333,-31.4167
Cuba,Esperanza,124.0417,11.7369
Cuba,Esperanza,-80.0966,22.4472
Ukraine,Fastiv,29.9181,50.0747
Pakistan,Fatehpur,80.8,25.93
Pakistan,Fatehpur,85.1939,25.5089
Pakistan,Fatehpur,87.1084,26.2813
Pakistan,Fatehpur,87.038,25.2463
Pakistan,Fatehpur,87.8623,25.3032
Pakistan,Fatehpur,85.2249,24.6297
Spain,Fene,-8.1667,43.4667
Belgium,Fleurus,4.5333,50.4833
Brazil,Fonte Boa,-66.0917,-2.5139
United States of America,Forest Lake,-92.9582,45.2536
Thailand,Khon Kaen,102.8333,16.4333
Japan,Kikugawa,138.0833,34.75
United Kingdom of Great Britain and Northern Ireland,Kilmarnock,-4.4957,55.6111
United States of America,Kingsport,-82.5454,36.5224
Congo,Kinkala,14.7644,-4.3614
Germany,Kolbermoor,12.0667,47.85
India,Kumta,74.4122,14.4264
Sri Lanka,Kurunegala,80.3667,7.4833
United States of America,La Verne,-117.7703,34.1207
Indonesia,Lahat,103.522,-3.797
Italy,Lainate,9.0333,45.5667
India,Laksar,78.024,29.749
United States of America,Lauderdale Lakes,-80.2017,26.1682
Germany,Laupheim,9.8797,48.2289
Belgium,Lebbeke,4.1167,51.0
Canada,Leduc,-113.5492,53.2594
Spain,Lepe,-7.2033,37.2542
Indonesia,Lhokseumawe,97.1403,5.1881
Costa Rica,Liberia,-85.4333,10.6333
Portugal,Loures,-9.1667,38.8333
Benin,Savalou,1.9667,7.9333
United Kingdom of Great Britain and Northern Ireland,Seaham,-1.34,54.84
Italy,Senigallia,13.2183,43.7131
Russian Federation,Serafimovskiy,53.8167,54.4333
Malaysia,Seremban,101.9417,2.7222
Russian Federation,Sergach,45.4667,55.5333
United States of America,Sherrelwood,-105.0014,39.839
Japan,Shimizu,142.8846,43.0113
China,Shouguang,118.7333,36.8833
India,Sikandra Rao,78.4,27.7
Brazil,Silva Jardim,-42.3919,-22.6508
Poland,Skierniewice,20.15,51.9667
Russian Federation,Slantsy,28.0667,59.1167
Japan,Sodegaura,139.9544,35.43
Argentina,Rosario,-60.6394,-32.9575
Argentina,Rosario,121.206,13.846
Argentina,Rosario,120.85,14.4167
Argentina,Rosario,120.4833,16.2333
Argentina,Rosario,126.0015,8.3814
Argentina,Rosario,124.4167,12.5167
Argentina,Rosario,-57.3525,-34.3139
Russian Federation,Ryazan,39.7425,54.63
Madagascar,Sakaraha,44.5497,-22.9167
Germany,Salzwedel,11.15,52.85
Indonesia,Samarinda,117.1378,-0.5
Philippines,San Luis,-66.3333,-33.3
Philippines,San Luis,-89.44,16.2
Philippines,San Luis,-75.8486,20.1881
Philippines,San Luis,120.7919,15.04
Philippines,San Luis,-69.7,18.55
Philippines,San Luis,120.9333,13.8333
Philippines,San Luis,-114.7089,32.4911
Philippines,San Luis,125.7364,8.4964
Philippines,San Luis,-83.7681,22.2828
Philippines,San Luis,121.5167,15.7167
United States of America,San Marino,12.4473,43.9346
United States of America,San Marino,-118.1132,34.1224
Italy,San Pietro Vernotico,18.05,40.4833
Italy,San Prisco,14.2833,41.0833
Costa Rica,Santa Cruz,-63.1975,-17.7892
Costa Rica,Santa Cruz,-16.25,28.4667
Costa Rica,Santa Cruz,120.9802,14.5998
Costa Rica,Santa Cruz,-122.0346,36.9789
Costa Rica,Santa Cruz,121.4167,14.2833
Costa Rica,Santa Cruz,125.4167,6.8333
Costa Rica,Santa Cruz,121.2833,14.1167
Costa Rica,Santa Cruz,119.9167,15.7667
Costa Rica,Santa Cruz,-85.6408,10.2358
Costa Rica,Santa Cruz,122.0333,13.4833
Costa Rica,Santa Cruz,-16.8,32.6833
Costa Rica,Santa Cruz,120.7192,13.0831
Costa Rica,Santa Cruz,120.4553,17.0853
Costa Rica,Santa Cruz,-36.0228,-6.2289
Costa Rica,Santa Cruz,-71.3631,-34.6372
Costa Rica,Santa Cruz,-67.5025,10.1819
Costa Rica,Santa Cruz,-90.35,-0.5333
Philippines,Santiago,-70.6506,-33.4372
Philippines,Santiago,-70.6889,19.4572
Philippines,Santiago,121.55,16.6833
Philippines,Santiago,-80.9833,8.1004
Philippines,Santiago,-54.8669,-29.1919
Philippines,Santiago,-100.1333,25.4333
Philippines,Santiago,125.5602,9.2654
Philippines,Santiago,120.4453,17.2947
Philippines,Santiago,-84.3044,9.8291
Philippines,Santiago,-75.7126,-14.1892
United States of America,Channelview,-95.1144,29.7914
United States of America,Cherryland,-122.1038,37.6792
Italy,Chiaravalle,13.3333,43.6
Zimbabwe,Chitungwiza,31.0481,-17.9939
Brazil,Chuy,-53.46,-33.6964
Indonesia,Cimahi,107.5548,-6.8712
Italy,Cittanova,16.0833,38.35
United States of America,Clemmons,-80.3861,36.0319
Mexico,Coacalco,-99.0931,19.6333
Italy,Codigoro,12.1167,44.8333
Italy,Cologno Monzese,9.2783,45.5286
Cuba,Colombia,-77.4158,20.9906
